epoch;accuracy;loss;val_accuracy;val_loss
0;0.7532941699028015;8.562707901000977;0.7847222089767456;0.6382140517234802
1;0.8343117833137512;0.4808235764503479;0.8194444179534912;0.4469921886920929
2;0.8637964725494385;0.42715322971343994;0.8819444179534912;0.36015021800994873
3;0.8718851804733276;0.36589786410331726;0.8680555820465088;0.3786720037460327
4;0.8781474232673645;0.3583110272884369;0.9053819179534912;0.25024962425231934
5;0.883235514163971;0.33716726303100586;0.9227430820465088;0.208733931183815
6;0.8902804851531982;0.3278374969959259;0.7378472089767456;1.1042903661727905
7;0.8932811617851257;0.3332067131996155;0.8715277910232544;0.41701042652130127
8;0.8891063332557678;0.3388221859931946;0.9192708134651184;0.2624369263648987
